Sample;Density;ModulusOfElasticity;PoissonsRatio
Erbslöh Aluminium DISPAL S693 Aluminum Alloy, AlCu5Ti, Condition T4;2.82;72.0;0.341
Erbslöh Aluminium DISPAL S693 Aluminum Alloy, AlCu5Ti, Condition T6;2.82;72.0;0.341
Covestro Makrolon IR sheet Polycarbonate;1.2;2.34;0.35
Solvay CYCOM 5320-1 Epoxy with T40/800B Unidirectional Tape Composite;1.31;82.85;0.344
Solvay CYCOM 759F Epoxy - Unidirectional Carbon Tape Reinforced Prepreg;1.23;76.5;0.52
Network Polymers Kepital F20-03;1.41;2.97;0.35
Network Polymers Kepital F30-03;1.41;2.88;0.35
DuPont Performance Polymers Crastin CE15315 BK010 PBT-GF15FR(17);1.49;5.7;0.35
DuPont Performance Polymers Crastin CE15315 NC010 PBT-GF15FR(17);1.5;5.96;0.35
DuPont Performance Polymers Crastin FR1301TC BK350 PBT-I-CD40FR(17);1.67;7.1;0.35
DuPont Performance Polymers Crastin HR5315HF BK503 PBT-IGF15;1.37;5.2;0.35
DuPont Performance Polymers Crastin HR5315HF NC010 PBT-IGF15;1.37;5.2;0.35
DuPont Performance Polymers Crastin HR5315HFS BK591 PBT-IGF15;1.38;5.0;0.35
DuPont Performance Polymers Crastin HR5315HFS NC010 PBT-IGF15;1.38;5.0;0.35
DuPont Performance Polymers Crastin LW9020 BK580 PBT+ASA-GF20;1.35;7.0;0.35
DuPont Performance Polymers Crastin LW9020 NC010 PBT+ASA-GF20;1.35;7.0;0.35
DuPont Performance Polymers Crastin SK602 BK851 PBT-GF15;1.41;5.8;0.35
DuPont Performance Polymers Crastin SK602 NC010 PBT-GF15;1.41;5.8;0.35
DuPont Performance Polymers Crastin SK603 BK851 PBT-GF20;1.45;7.0;0.35
DuPont Performance Polymers Crastin SK603 NC010 PBT-GF20;1.45;7.0;0.35
DuPont Performance Polymers Crastin T843FR BK851 PBTC-GF20FR(17);1.59;5.8;0.35
DuPont Performance Polymers Crastin T843FR NC010 PBTC-GF20FR(17);1.6;5.8;0.35
DuPont Performance Polymers Delrin 100P BK602 POM;1.42;3.0;0.35
DuPont Performance Polymers Delrin 100P NC010 POM;1.42;2.9;0.35
DuPont Performance Polymers Delrin 500P BK602 POM;1.42;3.1;0.35
DuPont Performance Polymers Delrin 500P NC010 POM;1.42;3.1;0.35
DuPont Performance Polymers Delrin 510GR NC000 POM-GF10;1.49;5.5;0.35
DuPont Performance Polymers Delrin 570 NC000 POM-GF20;1.56;4.9;0.35
DuPont Performance Polymers Minlon 73M40 NC010 PA6-MD40;1.45;4.1;0.37
DuPont Performance Polymers Rynite FR515 BK507 PET-GF15FR(17);1.55;6.14;0.35
DuPont Performance Polymers Rynite FR515 NC010 PET-GF15FR(17);1.53;6.8;0.35
DuPont Performance Polymers Zytel 70G13HS1L BK031 PA66-GF13;1.23;4.5;0.36
DuPont Performance Polymers Zytel 70G13HS1L NC010 PA66-GF13;1.23;4.5;0.36
DuPont Performance Polymers Zytel 70G13L NC010 PA66-GF13;1.23;4.5;0.36
DuPont Performance Polymers Zytel 70K20HSL BK284 PA66-RF20;1.19;4.4;0.36
DuPont Performance Polymers Zytel 70K20HSL NC010 PA66-RF20;1.19;4.4;0.36
DuPont Performance Polymers Zytel 73G15HSL BK363 PA6-GF15;1.25;5.25;0.35
DuPont Performance Polymers Zytel 73G15L NC010 PA6-GF15;1.23;4.75;0.36
DuPont Performance Polymers Zytel 80G14AHS BK099 PA66-IGF14;1.19;4.15;0.36
DuPont Performance Polymers Zytel 80G14AHS NC010 PA66-IGF14;1.19;4.15;0.36
DuPont Performance Polymers Zytel 80G25HS BK117 PA66-IGF25;1.25;5.75;0.35
DuPont Performance Polymers Zytel (PA66) BM74G18HS BK553 PA66+PA6-IGF18;1.22;4.15;0.36
DuPont Performance Polymers Zytel FR70M30V0 BK010 PA66-MD30FR(17);1.62;5.1;0.35
DuPont Performance Polymers Zytel FR70M30V0 NC010 PA66-MD30FR(17);1.62;5.0;0.36
DuPont Performance Polymers Zytel HTN51G15HSL BK083 PA6T/XT-GF15;1.3;6.5;0.35
DuPont Performance Polymers Zytel HTN51G15HSL NC010 PA6T/XT-GF15;1.3;6.5;0.35
Avient Gravi-Tech™ GRV-NP-110-W-NAT Polyamide 12 (Nylon 12);11.0;8.27;0.35
Hexcel HexPly ES70 120°C Curing Epoxy Matrix;1.27;2.9;0.35
Hexcel HexPly F593 Epoxy Resin;1.22;2.96;0.35
Plenco 2000 Phenolic, Granular, Transfer Molded;1.39;7.8;0.35
Plenco 2308 Phenolic, Granular, Transfer Molded;1.43;8.2;0.35
Plenco 2311 Phenolic, Granular, Transfer Molded;1.42;8.3;0.35
Plenco 2369 Phenolic, Granular, Compression Molded;1.43;8.8;0.35
Plenco 2369 Phenolic, Granular, Transfer Molded;1.37;7.3;0.35
Plenco 4485 Phenolic, Granular, Transfer Molded;1.48;9.0;0.35
Plenco 7307 Phenolic, Granular, Transfer Molded;1.38;8.1;0.35
Plenco 7476 Phenolic, Granular, Transfer Molded;1.41;6.9;0.35
Manifattura Cattaneo PVDF;1.79;2.3;0.35
A. Schulman Premi-Glas 1268 Fiberglass Reinforced Thermoset Thick Molding Compound;1.74;10.0;0.35
Solvay Specialty Polymers Amodel AT-1001L PPA, Unreinforced;1.11;1.9;0.35
Sugar Pine;0.36;8.2;0.39
Hanwha Azdel Plus C467-B01 45% Chopped Fiber Mat / PP Resin Matrix (Mineral filled);1.29;5.73;0.347
Silver, Ag;10.5;76.0;0.38
Aluminum, Al;2.7;68.0;0.36
Copper, Cu Cold Drawn;8.95;110.0;0.364
Molybdenum, Mo, Stress Relieved;10.2;330.0;0.38
Molybdenum, Mo, Recrystallized;10.2;330.0;0.38
Niobium, Nb (Columbium, Cb) Cold-Worked;8.6;103.0;0.38
Niobium, Nb (Columbium, Cb) Wrought;8.6;103.0;0.38
Vanadium, V Cold Rolled;6.11;126.0;0.36
Vanadium, V Hot Rolled Bar;6.11;126.0;0.36
Vanadium, V Cold Drawn Wire;6.11;126.0;0.36
Corning Med-X X-Ray Shielding Glass;4.8;62.6;0.36
Mateck Thallium Bromoiodide TIBr-TII (KRS-5);7.37;31.0;0.37
Morgan Advanced Ceramics Nioro™ ABA Mac-Nioro™ABA-WM Braze Alloy;15.8;112.0;0.38
Morgan Advanced Ceramics Incusil™ Mac-Incusil™ ABA-WM Braze Alloy;9.69;76.0;0.36
Morgan Advanced Ceramics Cusil™ Mac-Cusil™-WM Braze Alloy;9.99;83.0;0.36
Aluminum 5154-H38;2.66;70.3;0.36
Low brass, UNS C24000, OSO70 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, OSO50 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, OSO35 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, OSO25 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, OSO15 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, H00 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, H01 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, H02 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, H04 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, H06 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, H08 Temper flat products;8.67;110.0;0.375
Low brass, UNS C24000, OSO50 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, OSO35 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, OSO15 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, H01 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, H02 Tempe wire;8.67;110.0;0.375
Low brass, UNS C24000, H04 Temper wire;8.67;110.0;0.375
Low brass, UNS C24000, H08 Temper wire;8.67;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS100 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS070 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS050 Temper flat products, tubing;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS035 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS025 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS015 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H00 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H01 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H02 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H04 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H06 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H08 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H10 Temper flat products;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H80 Temper tubing;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS050 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS050 Temper rod;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS035 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS025 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS025 Temper tubing;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), OS015 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H00 Temper rod;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H01 Temper wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H02 Temper rod;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H06 wire;8.53;110.0;0.375
Cartridge Brass, UNS C26000 (260 Brass), H08 Temper wire;8.53;110.0;0.375
Copper, UNS C43400;8.75;110.0;0.38
Copper, UNS C43400, OSO35 Temper;8.75;110.0;0.38
Copper, UNS C43400, OSO25 Temper;8.75;110.0;0.38
Copper, UNS C43400, OSO15 Temper;8.75;110.0;0.38
Copper, UNS C43400, H01Temper;8.75;110.0;0.38
Copper, UNS C43400, H02 Temper;8.75;110.0;0.38
Copper, UNS C43400, H03 Temper;8.75;110.0;0.38
Copper, UNS C43400, H04 Temper;8.75;110.0;0.38
Copper, UNS C43400, H06 Temper;8.75;110.0;0.38
Copper, UNS C43400, H08 Temper;8.75;110.0;0.38
Copper, UNS C43400, H10 Temper;8.75;110.0;0.38
Copper, UNS C43500;8.66;110.0;0.38
Copper, UNS C43500, OSO25 Temper flat products;8.66;110.0;0.38
Copper, UNS C43500, OSO35 Temper tubing;8.66;110.0;0.38
Copper, UNS C43500, H02 Temper flat products;8.66;110.0;0.38
Copper, UNS C43500, H04 Temper flat products;8.66;110.0;0.38
Copper, UNS C43500, H80 (35%) Temper tubing;8.66;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, OSO25 Temper tubing;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, OSO25 Temper tubing;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, OSO25 Temper tubing;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, OSO60 (0.08 mm) Temper strip;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, OSO60 (0.08 mm) Temper strip;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, OSO60 (0.08mm) Temper strip;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, OSO60 (0.015 mm) Temper strip;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, OSO60 (0.015 mm) Temper strip;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, OSO60 (0.015 mm) Temper strip;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, H01 Temper tubing;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, H01 Temper tubing;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, H01 Temper tubing;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, H02 Temper tubing;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, H02 Temper tubing;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, H02 Temper tubing;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, H03 Temper tubing;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, H03 Temper tubing;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, H03 Temper tubing;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, H04 Temper tubing;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, H04 Temper tubing;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, H04 Temper tubing;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, M20 Temper plate;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, M20 Temper plate;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, M20 Temper plate;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300, H04 Temper strip;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400, H04 Temper strip;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500, H04 Temper strip;8.53;110.0;0.38
Arsenical Admiralty Copper, UNS C44300;8.53;110.0;0.38
Antimonial Admiralty Copper, UNS C44400;8.53;110.0;0.38
Phosphorized Admiralty Copper, UNS C44500;8.53;110.0;0.38
Tin-Lead Eutectic Solder (63Sn-37Pb), Drop Solder (UNS L13630);8.4;32.0;0.38
Tin-Lead Eutectic Solder (63Sn-37Pb), Drop Solder (UNS L13631);8.4;32.0;0.38
Eutectic Solder (63Sn-37Pb) - ASTM B 32 Grade Sn63;8.4;32.0;0.38
Silver, CP Grade;10.5;71.0;0.37
Silver, CP Grade, Typical 5 mm Wire;10.5;71.0;0.37
Titanium Grade 1;4.5;103.0;0.37
Titanium Grade 2;4.51;103.0;0.37
Titanium Grade 4;4.51;105.0;0.37
Titanium Grade 7;4.5;105.0;0.37
Titanium Grade 11;4.5;105.0;0.37
Titanium Grade 12;4.5;105.0;0.37
Grade 704 Zirconium (Zr-1.5Sn);6.56;99.3;0.37
Zircaloy-2 Zirconium Alloy;6.56;99.3;0.37
Zircaloy-4 Zirconium Alloy;6.56;99.3;0.37
ATI Wah Chang Niobium;8.58;103.0;0.38
ATI Wah Chang Vanadium;6.12;138.0;0.36
ATI Wah Chang Zirconium Alloy Zircaloy-4;6.56;99.3;0.37
Carlson C 600 Nickel-Chromium-Iron Alloy;8.42;207.0;0.36
Carlson C 600ESR Nickel-Chromium-Iron Alloy;8.42;207.0;0.36
H.C. Starck Pure Niobium (Columbium);8.47;103.0;0.38
Meehanite Ductliron SP-80 Nodular Graphite Ductile Iron;7.2;172.0;0.37
Meehanite Ductliron SH-100 Nodular Graphite Ductile Iron;7.22;165.0;0.37
DuPont Teijin Films Mylar A Polyester Film, 1400 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 1200 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 1000 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 900 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 750 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 500 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 400 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 300 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 200 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 142 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 92 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 75 Gauge;1.39;3.5;0.48
DuPont Teijin Films Mylar A Polyester Film, 48 Gauge;1.39;3.5;0.48
DuPont Performance Polymers Zytel SC315 NC010 PA612;1.06;2.05;0.4
DuPont Performance Polymers Zytel SC310 NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel PC310 NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel LC6159 BK554 PA612;1.06;2.4;0.38
DuPont Performance Polymers Zytel HTNFE8200 NC010 PA6T/XT-HI;1.13;2.25;0.38
DuPont Performance Polymers Zytel HTN (PA-I) HTNFE18502 NC010 PPA-GF35;1.11;2.3;0.39
DuPont Performance Polymers Zytel FR7026V0F NC010 PA66-FR(30);1.16;2.8;0.39
DuPont Performance Polymers Zytel (PA66) FR7026V0F BK001 PA66-FR(30);1.16;3.8;0.36
DuPont Performance Polymers Zytel FR7025V0F NC010 PA66-FR(30);1.16;3.75;0.36
DuPont Performance Polymers Zytel FG53 NC010 PA66;1.14;2.1;0.41
DuPont Performance Polymers Zytel FG50 NC010 PA66;1.14;2.1;0.41
DuPont Performance Polymers Zytel FG42A NC010 PA66;1.14;2.2;0.41
DuPont Performance Polymers Zytel FG151L NC010 PA612;1.06;2.05;0.4
DuPont Performance Polymers Zytel FG101L NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel FE3734 NC010 PA612;1.07;2.0;0.4
DuPont Performance Polymers Zytel E51HSB NC010 PA66;1.14;2.15;0.41
DuPont Performance Polymers Zytel BM73G15THS BK317 PA6-IGF15;1.2;3.75;0.38
DuPont Performance Polymers Zytel BM70G20HSLX BK537 PA66-IGF20;1.25;5.25;0.36
DuPont Performance Polymers Zytel 80G14A NC010A PA66-IGF14;1.19;4.1;0.36
DuPont Performance Polymers Zytel 8018HS BKB085 PA66-IGF14;1.19;3.25;0.38
DuPont Performance Polymers Zytel 73G35HSL BK262 PA6-GF35;1.41;8.75;0.38
DuPont Performance Polymers Zytel 73G30HSL BK416 PA6-GF30;1.36;8.0;0.38
DuPont Performance Polymers Zytel 45HSB NC010 PA66;1.14;2.2;0.41
DuPont Performance Polymers Zytel 158L NC010 PA612;1.06;1.95;0.41
DuPont Performance Polymers Zytel 158 NC010 PA612;1.06;1.95;0.41
DuPont Performance Polymers Zytel 157HSL BK010 PA612;1.07;2.0;0.41
DuPont Performance Polymers Zytel 153HSL NC010 PA612;1.06;2.0;0.4
DuPont Performance Polymers Zytel 151L NC010 PA612;1.06;2.05;0.4
DuPont Performance Polymers Zytel 151 NC010 PA612;1.06;2.05;0.4
DuPont Performance Polymers Zytel 135F NC010 PA66;1.14;2.8;0.38
DuPont Performance Polymers Zytel 132F NC010 PA66;1.14;2.5;0.4
DuPont Performance Polymers Zytel 105F BK010 PA66;1.14;2.35;0.4
DuPont Performance Polymers Zytel 103HSL NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 103HSL BKB080 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 103FHSA NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 103FHS NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 103FHS BKB009 PA66;1.14;3.1;0.37
DuPont Performance Polymers Zytel 101L NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 101L BKB080 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 101F NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Zytel 101F BKB009 PA66;1.14;3.1;0.37
DuPont Performance Polymers Zytel 101 NC010 PA66;1.14;2.25;0.4
DuPont Performance Polymers Rynite 415HP NC010 PET-IGF15;1.39;4.7;0.36
DuPont Performance Polymers Rynite 415HP BK503 PET-IGF15;1.39;4.5;0.36
DuPont Performance Polymers Minlon 73M30 NC010 PA6-MD30;1.35;3.25;0.39
DuPont Performance Polymers Delrin SC698 NC010 POM;1.29;3.1;0.37
DuPont Performance Polymers Delrin SC655 NC010 POM;1.42;3.1;0.37
DuPont Performance Polymers Delrin FG900P NC010 POM;1.42;3.3;0.37
DuPont Performance Polymers Delrin FG511DP NC010 POM;1.42;3.4;0.37
DuPont Performance Polymers Delrin FG500P NC010 POM;1.42;3.1;0.37
DuPont Performance Polymers Delrin FG500AL NC010 POM-S;1.39;3.0;0.37
DuPont Performance Polymers Delrin FG311DP NC010 POM;1.42;3.3;0.37
DuPont Performance Polymers Delrin FG150 NC010 POM;1.42;3.1;0.37
DuPont Performance Polymers Delrin FG111DP NC010 POM;1.29;3.2;0.37
DuPont Performance Polymers Delrin FG100TL NC010 POM;1.43;3.0;0.37
DuPont Performance Polymers Delrin FG100P NC010 POM;1.42;2.9;0.37
DuPont Performance Polymers Delrin 911DP NC010 POM;1.42;3.4;0.37
DuPont Performance Polymers Delrin 900P NC010 POM;1.42;3.2;0.37
DuPont Performance Polymers Delrin 900P BK602 POM;1.42;3.3;0.37
DuPont Performance Polymers Delrin 577 BK000 POM-GF20;1.56;4.8;0.36
DuPont Performance Polymers Delrin 527UV NC010 POM;1.42;3.1;0.37
DuPont Performance Polymers Delrin 527UV BK701 POM;1.41;3.2;0.37
DuPont Performance Polymers Delrin 520MP NC010 POM-SD20;1.54;2.8;0.37
DuPont Performance Polymers Delrin 511DP NC010 POM;1.42;3.4;0.37
DuPont Performance Polymers Delrin 511DP BK402 POM;1.42;3.4;0.37
DuPont Performance Polymers Delrin 500TL NC010 POM-SD;1.43;3.3;0.37
DuPont Performance Polymers Delrin 500CPE NC010 POM;1.3;3.1;0.37
DuPont Performance Polymers Delrin 500CL NC010 POM;1.41;3.1;0.37
DuPont Performance Polymers Delrin 500AL NC010 POM-S;1.39;3.0;0.37
DuPont Performance Polymers Delrin 500AF POM-SF20;1.53;2.8;0.37
DuPont Performance Polymers Delrin 327UVE NC010 POM;1.42;3.0;0.37
DuPont Performance Polymers Delrin 311DP NC010 POM;1.42;3.3;0.37
DuPont Performance Polymers Delrin 311DP BK402 POM;1.42;3.3;0.37
DuPont Performance Polymers Delrin 300CPE NC010 POM;1.29;3.1;0.37
DuPont Performance Polymers Delrin 300CP BK602 POM;1.42;3.05;0.37
DuPont Performance Polymers Delrin 150 NC010 POM;1.42;3.1;0.37
DuPont Performance Polymers Delrin 127UVE NC010 POM;1.42;2.9;0.37
DuPont Performance Polymers Delrin 127UV NC010 POM;1.42;3.0;0.37
DuPont Performance Polymers Delrin 127UV BK701 POM;1.42;3.0;0.37
DuPont Performance Polymers Delrin 111DP NC010 POM;1.42;3.2;0.37
DuPont Performance Polymers Delrin 111DP BK402 Nucleated High Viscosity Acetal Homopolymer;1.29;3.3;0.37
DuPont Performance Polymers Delrin 100TL NC010 POM-SD;1.43;3.0;0.37
DuPont Performance Polymers Delrin 100KM NC000 POM-RG;1.41;3.1;0.37
DuPont Performance Polymers Delrin 100AL NC010 POM-S;1.4;3.0;0.37
DuPont Performance Polymers Delrin 100AF POM-PTFE20;1.54;2.7;0.38
DuPont Performance Polymers Delrin 100 NC010 POM;1.42;2.9;0.37
DuPont Performance Polymers Delrin 100 BK602 POM;1.42;3.15;0.37
DuPont Performance Polymers Crastin T841FR1 NC010 PBTC-GF10FR(17);1.54;3.9;0.36
DuPont Performance Polymers Crastin SO653 NC010 PBT-GF20;1.45;3.5;0.37
DuPont Performance Polymers Crastin SK601 NC010 PBT-GF10;1.37;4.5;0.36
DuPont Performance Polymers Crastin SK601 BK851 PBT-GF10;1.37;4.4;0.36
DuPont Performance Polymers Crastin SC164 NC010 PBT;1.31;2.4;0.38
DuPont Performance Polymers Crastin S650FR NC010 PBT-FR(17);1.46;3.0;0.37
DuPont Performance Polymers Crastin S620F20 NC010 PBT;1.31;2.6;0.38
DuPont Performance Polymers Crastin S620F20 BK851 PBT;1.31;2.6;0.38
DuPont Performance Polymers Crastin S610SF NC010 PBT;1.31;2.5;0.38
DuPont Performance Polymers Crastin S600F40 NC010 PBT;1.31;2.6;0.38
DuPont Performance Polymers Crastin S600F40 BK851 PBT;1.31;2.6;0.38
DuPont Performance Polymers Crastin S600F20 NC010 PBT;1.31;2.5;0.38
DuPont Performance Polymers Crastin S600F20 BK851 PBT;1.31;2.5;0.38
DuPont Performance Polymers Crastin S600F10 NC010 PBT;1.3;2.6;0.38
DuPont Performance Polymers Crastin S600F10 BK851 PBT;1.3;2.6;0.38
DuPont Performance Polymers Crastin PC164 NC010 PBT;1.31;2.4;0.38
DuPont Performance Polymers Crastin FGS621F50 NC010 PBT;1.32;2.7;0.38
DuPont Performance Polymers Crastin FGS600F40 NC010 PBT;1.31;2.4;0.38
DuPont Performance Polymers Crastin FGS600F40 BK594 PBT;1.31;2.7;0.38
DuPont Performance Polymers Crastin FGS600F10 NC010 PBT;1.3;2.6;0.38
DuPont Performance Polymers Crastin FG6134 NC010 PBT;1.3;2.6;0.38
DuPont Performance Polymers Crastin FG6131 NC010 PBT;1.21;2.6;0.38
DuPont Performance Polymers Crastin FG6130 NC010 PBT;1.3;2.6;0.38
DuPont Performance Polymers Rynite 815ER NC010 PET-IGF15;1.39;4.7;0.36
DuPont Performance Polymers Rynite 815ER BK503 PET-IGF15;1.39;4.3;0.36
DuPont Performance Polymers Delrin FG500SC NC010 Acetal;1.41;3.0;0.37
DuPont Performance Polymers BETAMATE™ 1060N US epoxy resin;1.3;2.9;0.37
Covestro Makrolon GP sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon FP sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon UV sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon TG 460 sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon TG 250 sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon TG 236 sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon SQ sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon SL-V sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon SL Matte sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon SL sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon SK1 sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon OP-V sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon OP sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon MG sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon Lumen XT sheet Polycarbonate;1.2;2.31;0.38
Covestro Makrolon HV sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP-V sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP-V Prismatic sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP-V Pebble sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP-V Matte sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP Pebble sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP Matte sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon GP Prismatic sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon FI sheet Polycarbonate;1.25;2.34;0.38
Covestro Makrolon FD sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon DX-NR sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon BG sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon AR sheet Polycarbonate;1.2;2.34;0.38
Covestro Makrolon AL sheet Polycarbonate;1.2;2.34;0.38
Plaskolite Hygard EX1300 Glaze;1.2;2.34;0.38
Plaskolite Hygard EX1100 Glaze;1.2;2.34;0.38
Plaskolite Hygard EX525 Glaze;1.2;2.34;0.38
Plaskolite Hygard EX250 Glaze;1.2;2.34;0.38
